Date (yyyy-mm-dd),Timestamp (hh:mm:ss.nnn),G1 (W/m2),G2 (W/m2)
2014-12-30,07:01:00.000,0,0
2014-12-30,07:02:00.000,0,0
2014-12-30,07:03:00.000,0,0
2014-12-30,07:04:00.000,0,0
2014-12-30,07:05:00.000,0,0
2014-12-30,07:06:00.000,0,0
2014-12-30,07:07:00.000,0,0
2014-12-30,07:08:00.000,0,0
2014-12-30,07:09:00.000,0,0
2014-12-30,07:10:00.000,0,0
2014-12-30,07:11:00.000,0,0
2014-12-30,07:12:00.000,0,0
2014-12-30,07:13:00.000,0,0
2014-12-30,07:14:00.000,0,0
2014-12-30,07:15:00.000,0,0
2014-12-30,07:16:00.000,0,0
2014-12-30,07:17:00.000,0,0
2014-12-30,07:18:00.000,0,0
2014-12-30,07:19:00.000,0,0
2014-12-30,07:20:00.000,0,0
2014-12-30,07:21:00.000,0,0
2014-12-30,07:22:00.000,0,1
2014-12-30,07:23:00.000,0,1
2014-12-30,07:24:00.000,0,1
2014-12-30,07:25:00.000,0,1
2014-12-30,07:26:00.000,0,1
2014-12-30,07:27:00.000,0,2
2014-12-30,07:28:00.000,1,2
2014-12-30,07:29:00.000,1,2
2014-12-30,07:30:00.000,1,2
2014-12-30,07:31:00.000,2,3
2014-12-30,07:32:00.000,2,3
2014-12-30,07:33:00.000,2,4
2014-12-30,07:34:00.000,3,4
2014-12-30,07:35:00.000,3,4
2014-12-30,07:36:00.000,3,5
2014-12-30,07:37:00.000,4,5
2014-12-30,07:38:00.000,4,6
2014-12-30,07:39:00.000,4,6
2014-12-30,07:40:00.000,5,7
2014-12-30,07:41:00.000,5,7
2014-12-30,07:42:00.000,5,7
2014-12-30,07:43:00.000,6,7
2014-12-30,07:44:00.000,6,8
2014-12-30,07:45:00.000,6,8
2014-12-30,07:46:00.000,6,9
2014-12-30,07:47:00.000,7,9
2014-12-30,07:48:00.000,7,9
2014-12-30,07:49:00.000,7,10
2014-12-30,07:50:00.000,7,10
2014-12-30,07:51:00.000,7,10
2014-12-30,07:52:00.000,8,11
2014-12-30,07:53:00.000,8,11
2014-12-30,07:54:00.000,8,11
2014-12-30,07:55:00.000,9,12
2014-12-30,07:56:00.000,9,12
2014-12-30,07:57:00.000,9,12
2014-12-30,07:58:00.000,9,13
2014-12-30,07:59:00.000,10,13
2014-12-30,08:00:00.000,10,13
2014-12-30,08:01:00.000,10,14
2014-12-30,08:02:00.000,11,14
2014-12-30,08:03:00.000,11,15
2014-12-30,08:04:00.000,11,15
2014-12-30,08:05:00.000,11,15
2014-12-30,08:06:00.000,11,16
2014-12-30,08:07:00.000,12,16
2014-12-30,08:08:00.000,12,17
2014-12-30,08:09:00.000,12,17
2014-12-30,08:10:00.000,13,17
2014-12-30,08:11:00.000,13,18
2014-12-30,08:12:00.000,13,18
2014-12-30,08:13:00.000,13,19
2014-12-30,08:14:00.000,14,19
2014-12-30,08:15:00.000,14,20
2014-12-30,08:16:00.000,14,20
2014-12-30,08:17:00.000,15,21
2014-12-30,08:18:00.000,15,22
2014-12-30,08:19:00.000,15,22
2014-12-30,08:20:00.000,16,22
2014-12-30,08:21:00.000,16,25
2014-12-30,08:21:49.840,17,30
2014-12-30,08:22:00.000,17,30
2014-12-30,08:23:00.000,18,33
2014-12-30,08:24:00.000,18,32
2014-12-30,08:25:00.000,19,33
2014-12-30,08:26:00.000,20,29
2014-12-30,08:27:00.000,20,30
